baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000055805.15	66.5891080222679	2.65634653634903	0.297852585209862	8.91832627364106	4.73388009667672e-19	8.40890998091656e-18
ENSMUSG00000026628.13	458.476745378053	1.15631590686441	0.129707106596403	8.91482307490215	4.88595756836711e-19	8.67138877182047e-18
ENSMUSG00000021665.9	562.963513584347	-1.02260038772885	0.114774770291688	-8.90962696008903	5.12045566151402e-19	9.07955224353827e-18
ENSMUSG00000053626.5	299.774785981086	-1.39586074105046	0.156779230560636	-8.9033524151058	5.41848012908452e-19	9.59954171239045e-18
ENSMUSG00000034792.8	46.8261314759539	4.92549188411748	0.553374955007969	8.90082183796436	5.54346792303905e-19	9.81232860884411e-18
ENSMUSG00000004626.14	702.830178022254	1.03603136320274	0.116639346172928	8.8823488573636	6.54631592291822e-19	1.15772489514547e-17
ENSMUSG00000027071.14	58.9421332244675	2.85948684737824	0.321933572510257	8.88222630861877	6.5535338131488e-19	1.15798293422492e-17
ENSMUSG00000020890.11	71.7753435474179	6.73545741186092	0.758753298029113	8.8770057795551	6.86842338741339e-19	1.21255713322308e-17
ENSMUSG00000042726.14	659.75116021662	-0.999069550033603	0.112549250760181	-8.87673212647512	6.88533550439546e-19	1.21447654668758e-17
ENSMUSG00000046994.9	348.066617880063	1.28656857745305	0.145038968094236	8.87050283353596	7.28163504787101e-19	1.28325256391402e-17
ENSMUSG00000024049.15	112.689839306517	-2.19856950891601	0.247984989155294	-8.86573625446018	7.60001824060071e-19	1.33818885098073e-17
ENSMUSG00000020437.12	59.0479108040446	6.13169529133719	0.692197082266711	8.85830849107015	8.12376493974911e-19	1.42915717767695e-17
ENSMUSG00000022676.7	768.264277778126	-0.966341869350351	0.109122954733637	-8.85553247443804	8.32852668734313e-19	1.46389872927531e-17
ENSMUSG00000031948.14	2912.7162711688	0.795223844558512	0.0898083660821448	8.85467445016365	8.39284061658927e-19	1.47391475212556e-17
ENSMUSG00000029359.13	60.2599929957321	3.19019720629706	0.36035652179444	8.85289154865596	8.5280522305008e-19	1.49635317845471e-17
ENSMUSG00000003752.9	239.427679139368	1.41967407138359	0.160370963326333	8.85243838371633	8.56276086399496e-19	1.50113335181526e-17
ENSMUSG00000037868.15	183.254009594461	-1.48290856730779	0.16782758966722	-8.8359045747377	9.92915090515527e-19	1.73915824390995e-17
ENSMUSG00000027962.14	1514.48619155998	-1.0705198144866	0.121175946070241	-8.83442505879889	1.00614385578697e-18	1.76079553108481e-17
ENSMUSG00000010803.13	81.5282049322367	2.72708380215021	0.308938886455178	8.82725976467796	1.07271460371643e-18	1.87566480448087e-17
ENSMUSG00000026414.13	67.8809316604109	3.12051737394929	0.353550037856174	8.82623968270859	1.08253902545343e-18	1.89119849902846e-17
ENSMUSG00000020905.11	137.09669799266	10.5476865230987	1.19580553446141	8.820570083621	1.13878445541352e-18	1.98773245047352e-17
ENSMUSG00000039831.16	1949.34500387038	-0.962658159205356	0.109148896835642	-8.81967832121056	1.14789007586525e-18	2.00188843412823e-17
ENSMUSG00000025064.15	167.70572857483	5.03175330001184	0.570563720094174	8.8189156141602	1.15573495841136e-18	2.01382309737743e-17
ENSMUSG00000035184.15	130.152516413994	-1.82525655934548	0.207140597322248	-8.81167952077463	1.2328465446456e-18	2.14632712724967e-17
ENSMUSG00000024206.15	106.512272566533	2.407127415032	0.273231473065112	8.8098467867879	1.2531702143821e-18	2.17982237636637e-17
ENSMUSG00000079014.4	386.847120719636	-1.34908181759693	0.153238659744746	-8.80379546417422	1.32265340247451e-18	2.29869616395484e-17
ENSMUSG00000046718.8	509.572660824158	1.21395856360132	0.137924717815794	8.8016026628572	1.34875979243941e-18	2.34204334251914e-17
ENSMUSG00000032717.14	158.876555966468	1.9535535177857	0.222061989976561	8.79733410473308	1.40104704066962e-18	2.43073804087875e-17
ENSMUSG00000039117.16	461.1544110172	1.06817293467103	0.121527475382406	8.78955916190844	1.50147963638069e-18	2.60273728692611e-17
ENSMUSG00000057880.12	225.432677731795	-1.66595989136006	0.189611863802931	-8.78615851322223	1.54761186368966e-18	2.68039443196139e-17
ENSMUSG00000030220.13	1661.75918690191	-0.842358274621831	0.095881000070629	-8.78545565859058	1.55731970190586e-18	2.69488679569044e-17
ENSMUSG00000041040.12	905.361861281718	1.05255770763299	0.119835757081672	8.7833359029529	1.58696343621624e-18	2.74382293855857e-17
ENSMUSG00000060882.5	49.7653460354254	-3.24335082823748	0.369571569745677	-8.7759749227177	1.69429584118685e-18	2.92688150984408e-17
ENSMUSG00000074886.11	1296.85863322287	0.989036778120352	0.112738022389952	8.7728767735463	1.74158594832142e-18	3.00599229603838e-17
ENSMUSG00000024781.16	1061.93801694753	-0.871720787515301	0.0993931483173731	-8.7704313855901	1.77983066332727e-18	3.06936835147381e-17
ENSMUSG00000020220.16	2301.86599119627	0.828298522152244	0.0944838302199209	8.76656376254322	1.84201809300018e-18	3.17389030111805e-17
ENSMUSG00000028803.18	230.118185422896	1.50867150969076	0.172279633786974	8.75710887310254	2.00322145874117e-18	3.44869666886707e-17
ENSMUSG00000027009.18	218.806175332369	1.41157132962348	0.161198788487309	8.75671177723902	2.01028837377967e-18	3.45790236269988e-17
ENSMUSG00000021569.10	315.04540625061	1.36966864782102	0.156544364960794	8.74939604606048	2.14497617730487e-18	3.68642572420909e-17
ENSMUSG00000045328.11	957.329980262096	1.25385156057783	0.143313672827309	8.74900165379687	2.15248509455544e-18	3.69617167218794e-17
ENSMUSG00000052512.17	1440.18322286463	0.883087649078663	0.100971197928056	8.74593614020387	2.21174180091806e-18	3.79468465297443e-17
ENSMUSG00000038013.14	535.230099545401	0.992747705024239	0.113528685481157	8.74446577811399	2.24073281441532e-18	3.84114709567461e-17
ENSMUSG00000023236.7	106.574272637914	2.18848852888111	0.250276535094956	8.74428171242975	2.24438834673368e-18	3.84413636082801e-17
ENSMUSG00000039910.10	1149.85003086966	-0.975275948621743	0.111576956722703	-8.74083661419044	2.31390453728451e-18	3.95982914346527e-17
ENSMUSG00000032826.19	710.37231408498	-1.09839829945119	0.125722800616253	-8.73666744669379	2.40087927924017e-18	4.10517691725861e-17
ENSMUSG00000034471.12	826.23585276229	1.42814977730673	0.163513530896316	8.73413820543282	2.45520775407866e-18	4.19450446210822e-17
ENSMUSG00000078502.10	109.498424095452	2.49419821794179	0.285670292042387	8.73103814929315	2.52345537259542e-18	4.30743978201602e-17
ENSMUSG00000040562.12	307.299052942628	-1.26372782039528	0.144782314148845	-8.72846816839861	2.58145081198406e-18	4.40269829748732e-17
ENSMUSG00000051910.13	266.759594810517	-1.49408747981107	0.171201995280408	-8.72704478335045	2.61413586854867e-18	4.45466474955734e-17
ENSMUSG00000017724.14	436.625716546534	1.44842460032182	0.166009458327772	8.72495227026173	2.66292924933233e-18	4.53396963129335e-17
ENSMUSG00000016382.15	8926.16254734003	-0.89449654919956	0.102525542737627	-8.72462144861468	2.6707252581523e-18	4.54339623442693e-17
ENSMUSG00000041020.14	86.8873218325025	2.83476021657831	0.324988386939023	8.72265081001247	2.71763364431073e-18	4.61928802365174e-17
ENSMUSG00000027306.15	564.561566388666	1.32853938426215	0.152316623683675	8.72222185689465	2.72795159798295e-18	4.63290969022306e-17
ENSMUSG00000030468.12	68.2358095744	-2.64993788694005	0.304183067425331	-8.71165482473984	2.99470406300819e-18	5.08164635434335e-17
ENSMUSG00000023026.16	1319.33369118798	0.818111670756816	0.0939515711503765	8.70780191049031	3.09824140246375e-18	5.25290372012995e-17
ENSMUSG00000019235.9	61.2874170455245	2.95825892798679	0.339742248797341	8.70736253279883	3.11027077005176e-18	5.26885633059821e-17
ENSMUSG00000041992.9	45.7354380329532	3.59239058485124	0.412636539550797	8.70594394951542	3.14942466669553e-18	5.33069286177725e-17
ENSMUSG00000056091.12	575.257385868993	-0.995532989267732	0.114443440844186	-8.69890822859078	3.3509237234041e-18	5.66697848866355e-17
ENSMUSG00000097183.2	262.52476125637	-1.30113543391911	0.149614435769843	-8.69659018679651	3.42005858892933e-18	5.7790368156463e-17
ENSMUSG00000007946.11	58.4872913813769	6.12185413675447	0.704479221005956	8.68990021879256	3.62757955894069e-18	6.12454825954487e-17
ENSMUSG00000021250.13	3725.20759550683	1.10441574663221	0.127100746202689	8.68929396268836	3.64698861752874e-18	6.15215160413321e-17
ENSMUSG00000036103.9	4103.26773366057	-0.91327798699246	0.10513665908878	-8.68657987525806	3.7351434741792e-18	6.29557962940447e-17
ENSMUSG00000026674.9	8417.49412052288	-0.911528821900994	0.104973051692419	-8.68345548886069	3.83923207181627e-18	6.46560121441219e-17
ENSMUSG00000022150.16	2082.73612301357	-0.902242238368293	0.103915561672072	-8.68245548453574	3.87314816930836e-18	6.51726053459854e-17
ENSMUSG00000014329.14	899.044922683022	-0.970377541854944	0.111772483515726	-8.68172121914435	3.89823964489713e-18	6.55399688792572e-17
ENSMUSG00000021301.9	71.8236544430393	2.80079026848285	0.322634997017785	8.68098716621389	3.92348425169839e-18	6.59092910051389e-17
ENSMUSG00000018427.8	672.236887772093	0.979035550000541	0.112795880189304	8.67971018407264	3.96778574582072e-18	6.65978595801027e-17
ENSMUSG00000026586.16	9588.17993262517	-0.920736277061913	0.106220457040929	-8.66816339066524	4.39146249218887e-18	7.36476461992776e-17
ENSMUSG00000033295.14	4473.07281557857	1.13127357768113	0.130575317378592	8.66376280289709	4.56442589503138e-18	7.64845632477424e-17
ENSMUSG00000031688.4	119.958548363486	10.3508690267911	1.19497583090019	8.6619902755637	4.63597911068225e-18	7.76188742361354e-17
ENSMUSG00000019066.13	296.022653946851	1.26165070932262	0.145713254912267	8.65844847184463	4.78228730565319e-18	8.00018578553031e-17
ENSMUSG00000049881.13	394.028207098872	1.21944158681821	0.140913357852944	8.65383953230894	4.97952095377884e-18	8.32320925507772e-17
ENSMUSG00000019975.12	2008.84545378325	-0.938866253345682	0.108501169192141	-8.6530519471461	5.01401879934459e-18	8.37391113099843e-17
ENSMUSG00000037990.18	233.040757932061	-1.47078330696594	0.170012862074384	-8.65101198239014	5.10447421632021e-18	8.51790602006363e-17
ENSMUSG00000026090.16	42.7442065374078	4.78565540916012	0.553480751902665	8.64647125073235	5.31164139717046e-18	8.85625913883114e-17
ENSMUSG00000004947.15	566.140174029649	1.35855820814948	0.157336514594836	8.63472927214612	5.88662834193364e-18	9.80682043907222e-17
ENSMUSG00000042529.14	218.24858532902	10.2558028313011	1.18777804992349	8.63444381040859	5.90134604300019e-18	9.82320084707349e-17
ENSMUSG00000028369.15	4751.82772028338	-1.53710114094144	0.17805033152224	-8.63295860108771	5.97850784520344e-18	9.94341073212166e-17
ENSMUSG00000026131.20	8067.75853836821	0.861345888070783	0.0998233275532908	8.62870342216304	6.20513600260556e-18	1.03118078297845e-16
ENSMUSG00000027293.13	1027.65905372624	0.82033729485185	0.0950888297731582	8.62706268242893	6.29476803624227e-18	1.04521218557192e-16
ENSMUSG00000038252.13	1182.22810811301	0.919761936091964	0.106660052348646	8.62330287524596	6.5050106654629e-18	1.07923064736904e-16
ENSMUSG00000026768.10	612.327541523662	-1.22367643365863	0.141928121922591	-8.62180388976076	6.59075090949729e-18	1.09255415736333e-16
ENSMUSG00000043822.18	1156.21769826391	-1.23902416485673	0.143737957740659	-8.62002065656353	6.69420355169629e-18	1.10878949767306e-16
ENSMUSG00000027208.14	1028.95980468613	-1.20619619819409	0.139973492627556	-8.61731871907746	6.85401555124701e-18	1.13432547081872e-16
ENSMUSG00000097451.11	9602.35630105712	-0.790045133707208	0.0916847977610361	-8.6169698030676	6.87492558315896e-18	1.13685035876777e-16
ENSMUSG00000039187.16	204.570452666199	1.53153548481948	0.177737985688115	8.61681580833785	6.88417428020359e-18	1.13744434204054e-16
ENSMUSG00000026114.14	53.2007971165873	5.97842562492559	0.693938876263793	8.61520492570438	6.98166070794738e-18	1.15260454446146e-16
ENSMUSG00000032718.4	119.325430122359	2.18044638736581	0.253142421603936	8.61351635000679	7.08531174146905e-18	1.16875675551649e-16
ENSMUSG00000035683.13	363.333888989403	1.38611054838126	0.16107880485532	8.6051703054679	7.62035306550038e-18	1.25598409377936e-16
ENSMUSG00000054640.15	325.470190582195	-1.32410379233133	0.153884789178271	-8.60451380153891	7.66409300576712e-18	1.26215874004886e-16
ENSMUSG00000054662.8	224.976216900862	10.2981807472452	1.19726277680588	8.60143733418258	7.87238830478369e-18	1.29540085133053e-16
ENSMUSG00000022620.14	1039.39941212373	-1.01669389075234	0.118223581151721	-8.59975548742329	7.98861145614979e-18	1.31345052461374e-16
ENSMUSG00000074884.12	615.175358333437	-1.07679416749202	0.125261717016256	-8.59635484121834	8.22880970761275e-18	1.35183746405782e-16
ENSMUSG00000019851.8	4867.32039655087	1.03585332051685	0.120576200778594	8.59086050006596	8.63203854471212e-18	1.4169227025067e-16
ENSMUSG00000038518.15	623.809051341321	1.02391493192171	0.119202876590516	8.58968307819486	8.72095409211409e-18	1.43021188656213e-16
ENSMUSG00000043441.5	80.3696761027764	-2.42916168673398	0.282802638237547	-8.58960051388753	8.72722292028912e-18	1.43021188656213e-16
ENSMUSG00000037824.6	809.34048847216	1.19600913770368	0.139328902487705	8.58407061527829	9.15737119223357e-18	1.49948224701492e-16
ENSMUSG00000027775.9	2610.39288706779	-0.747746022449317	0.0871152727487908	-8.58340907231672	9.21021108454937e-18	1.50690744091228e-16
ENSMUSG00000032532.7	140.567806833979	-2.12942328295498	0.248143204241203	-8.58142897552464	9.37017364143338e-18	1.53183293969059e-16
ENSMUSG00000020566.19	56.8441726127896	6.07335366115927	0.707803561948546	8.58056385650229	9.44092025404217e-18	1.5421447966554e-16
ENSMUSG00000023827.8	1087.69667746427	0.917628437871437	0.10694692171334	8.58022300380974	9.46893861609881e-18	1.54546605269898e-16
ENSMUSG00000012123.17	82.7725805131749	7.36732976613397	0.858743387954954	8.57919824416794	9.5536698584009e-18	1.55803076652656e-16
ENSMUSG00000017639.13	90.4514330283162	2.13527891870687	0.249063136289196	8.57324351777025	1.00610449050803e-17	1.63944482132378e-16
ENSMUSG00000021458.17	2106.28459800859	-0.79625758973505	0.0929038925032333	-8.57076671687721	1.02798301750899e-17	1.67373947498549e-16
ENSMUSG00000039126.10	467.901356466073	-1.02747410469934	0.119903844289894	-8.56915064553889	1.04251083583881e-17	1.69602005558631e-16
ENSMUSG00000052446.17	234.674174853232	1.4789347286758	0.17263355068013	8.5669021047716	1.06306192536577e-17	1.72805571505698e-16
ENSMUSG00000004568.13	1546.72440020773	0.869017877406903	0.101450725532433	8.56591091730619	1.07224761079288e-17	1.74157956040575e-16
ENSMUSG00000022982.10	2126.41984618225	0.695835152195636	0.0812897057075233	8.55994182952537	1.12924484097059e-17	1.83267596951062e-16
ENSMUSG00000029780.14	544.472090674878	1.28569775191412	0.150334289253772	8.5522588246238	1.20702739355939e-17	1.95733119594292e-16
ENSMUSG00000056596.8	218.020653760875	-1.46583071915432	0.171418317605295	-8.55119067572182	1.21825176805816e-17	1.97394089863928e-16
ENSMUSG00000045467.13	49.8267258264832	3.17428852862053	0.371425896381211	8.54622297353929	1.27182194714093e-17	2.05908178044362e-16
ENSMUSG00000070473.4	84.9178296601551	7.41119408715775	0.867240239808863	8.54572210439768	1.27735047879388e-17	2.06636873914621e-16
ENSMUSG00000033214.10	229.423438616879	-1.34239701813241	0.157105650965203	-8.54454954284064	1.29038598593382e-17	2.08577824800299e-16
ENSMUSG00000024580.8	678.824139989138	1.13942967466379	0.133363164119062	8.5438110455039	1.2986632346413e-17	2.09747151182067e-16
ENSMUSG00000062826.7	52.11977863747	5.94215231612679	0.695602676381032	8.5424517729599	1.31403547478584e-17	2.12059593314556e-16
ENSMUSG00000022868.6	153.173778648895	8.84790531791541	1.0361738545995	8.53901618791109	1.35369413651843e-17	2.18284536464416e-16
ENSMUSG00000027227.7	274.642966676537	-1.29093390893324	0.151209527062917	-8.53738474028884	1.37293809857289e-17	2.21210250689933e-16
ENSMUSG00000038943.16	1033.43353535819	1.19329060623491	0.139790483354924	8.53627927736099	1.38613091803159e-17	2.23157089669969e-16
ENSMUSG00000066838.7	163.987213761991	1.52805061983377	0.17906231149583	8.53362501058389	1.41832043108588e-17	2.28156697826198e-16
ENSMUSG00000010175.13	48.098014777231	3.53264078673418	0.41397412622427	8.53348207762234	1.42007462191633e-17	2.28256278956783e-16
ENSMUSG00000052430.15	107.8205005713	-1.96951944163785	0.230801628097661	-8.533386258456	1.42125179203989e-17	2.28263027430816e-16
ENSMUSG00000042680.8	473.984131688522	1.00467440445423	0.117768984859567	8.53089126693451	1.45224485018568e-17	2.33054584577283e-16
ENSMUSG00000024661.7	10135.6855741432	-1.08281131752677	0.12692991479577	-8.53078109497682	1.45362868626357e-17	2.33090634955246e-16
ENSMUSG00000025330.6	157.601091276381	8.8884231946669	1.04194321484545	8.53062150415303	1.45563556547134e-17	2.33226453788827e-16
ENSMUSG00000032586.9	172.728780602043	1.54883027872625	0.181583538098729	8.52957429370129	1.46887239871524e-17	2.35159921921704e-16
ENSMUSG00000021913.8	625.944664465608	-0.975703081078066	0.114416366632775	-8.52765307789953	1.49346630686141e-17	2.38907084314791e-16
ENSMUSG00000020451.17	2098.84472978475	0.844762478721571	0.0991014498185153	8.52421917407451	1.53844076783436e-17	2.45905937675781e-16
ENSMUSG00000032902.1	1824.60335303096	0.894298262462865	0.104926316202064	8.52310740368179	1.55328623653274e-17	2.48081649278796e-16
ENSMUSG00000032400.18	435.853187313039	1.18450675952517	0.13902289513998	8.52022796915938	1.59239567455304e-17	2.54126128761211e-16
ENSMUSG00000020914.17	3165.36672832807	0.949521994161733	0.11148303329032	8.51718836613481	1.6347349553671e-17	2.6067605457987e-16
ENSMUSG00000030934.9	3357.43331841169	-0.740245619784339	0.0869508057340093	-8.51338424682137	1.68929121277197e-17	2.69162184678438e-16
ENSMUSG00000031591.14	6213.96861495689	-0.904878825045287	0.106299720166498	-8.51252311509353	1.70188822243192e-17	2.70954618975938e-16
ENSMUSG00000030722.7	166.280632127969	1.68790135885572	0.198361717803364	8.50920922417571	1.75123583756896e-17	2.78590587198075e-16
ENSMUSG00000027985.14	48.2050693174112	3.34294391895508	0.393125666664663	8.50349952298235	1.83959293103057e-17	2.92415293732512e-16
ENSMUSG00000026991.20	939.568876649162	0.829933092055945	0.0976027157440287	8.50317622547014	1.84472544580192e-17	2.92999520254227e-16
ENSMUSG00000036990.13	1951.92476489814	0.796101740848356	0.0936364966029114	8.50204535336709	1.86279002402828e-17	2.95635215494559e-16
ENSMUSG00000027242.14	167.158861505271	1.66061788248387	0.195442028456679	8.49672864939569	1.9500858797996e-17	3.09245480055287e-16
ENSMUSG00000026039.9	194.555618226857	1.7803546903086	0.209603025680866	8.49393602275237	1.99754293527919e-17	3.16521618144949e-16
ENSMUSG00000026208.9	90.5554997193692	-2.07623825351864	0.244608126972666	-8.48801828138215	2.10190511213755e-17	3.32796125943795e-16
ENSMUSG00000051378.10	332.503337989266	1.44879956148554	0.17069630555566	8.48758593086902	2.10973732308155e-17	3.33773391758645e-16
ENSMUSG00000020827.18	1885.2411445679	0.824393401383802	0.0971331839409987	8.48724779663931	2.11588282687574e-17	3.34482483355482e-16
ENSMUSG00000001583.13	81.1496849217288	7.33891627563986	0.864904302031509	8.48523502357662	2.15283165697069e-17	3.40056079798637e-16
ENSMUSG00000024747.3	114.960132419919	-1.97833563892344	0.233181112119125	-8.48411614879328	2.17364558859987e-17	3.42805219573068e-16
ENSMUSG00000038143.16	764.858468842134	-1.00601472165462	0.118576224032202	-8.484118379258	2.17360389939125e-17	3.42805219573068e-16
ENSMUSG00000020111.15	2740.03617154038	0.83696390190048	0.0986748272912414	8.48204070760782	2.21278116381923e-17	3.4870379029841e-16
ENSMUSG00000052056.14	570.569661243124	0.94972099630092	0.111977431911508	8.4813607535798	2.22575328933376e-17	3.50473352716706e-16
ENSMUSG00000008604.11	1627.00283806782	0.90498008532811	0.106757971155541	8.47693221904336	2.3120955624965e-17	3.63784175044441e-16
ENSMUSG00000034591.5	482.153573523392	-1.08339079952439	0.127811435153533	-8.47647785366761	2.3211389885321e-17	3.64921522919496e-16
ENSMUSG00000050965.14	1516.47184812382	-0.904037734060286	0.106659036100971	-8.47596009778734	2.33148664986431e-17	3.66261980902121e-16
ENSMUSG00000027379.13	520.160694761493	1.282325609044	0.151303577050565	8.4751836938756	2.3470888999061e-17	3.68425164709694e-16
ENSMUSG00000036285.10	381.600332298891	1.09906493339202	0.129686461544771	8.47478541939081	2.3551323670549e-17	3.69399388742121e-16
ENSMUSG00000044350.14	384.409693007804	-1.13396717326983	0.133892363740854	-8.46924456023942	2.46989619414918e-17	3.87097994325422e-16
ENSMUSG00000022382.15	47.1348663223658	5.5401051806596	0.654467322771258	8.46506003875143	2.56020772351205e-17	4.0093969551698e-16
ENSMUSG00000027376.15	193.978861504845	10.0859048304137	1.19228726398696	8.45929092346995	2.69008174899159e-17	4.20950691118466e-16
ENSMUSG00000028035.13	1477.94132914838	-1.12879912264603	0.133487572718165	-8.45621131361254	2.76204884597913e-17	4.31876191251542e-16
ENSMUSG00000027296.7	50.7666706704337	5.91467305200795	0.700103212714453	8.44828725906781	2.95607316865899e-17	4.61854850624669e-16
ENSMUSG00000046668.9	649.511399647447	-0.93435745670264	0.110628158806252	-8.44592793358351	3.01639740426049e-17	4.70913967429115e-16
ENSMUSG00000013622.15	671.996221388377	-0.89819672442103	0.106392159276295	-8.44232066094702	3.11098513352438e-17	4.85304026880591e-16
ENSMUSG00000052911.9	5040.14399120195	-1.37660641883662	0.163071502327145	-8.44173506217506	3.126613984242e-17	4.87363984458435e-16
ENSMUSG00000074358.9	298.574297756003	1.54775857309584	0.183502813678153	8.43452229463064	3.32558363948686e-17	5.17977039680882e-16
ENSMUSG00000024548.11	1489.07923067046	-1.12481502306528	0.133387707733336	-8.43267376116821	3.37855598349522e-17	5.25820462199086e-16
ENSMUSG00000051065.9	409.025150002663	1.1793886461646	0.139863543986705	8.43242357906155	3.38578896025305e-17	5.26538626548865e-16
ENSMUSG00000037335.13	108.688818878519	10.2150243001798	1.21275371115599	8.422999827758	3.66965013312409e-17	5.69801736500843e-16
ENSMUSG00000042644.9	6546.18832530666	0.948738454533882	0.112636358838133	8.42302134337717	3.66897603161148e-17	5.69801736500843e-16
ENSMUSG00000022948.16	149.536858388259	1.66563149902442	0.197780631372336	8.42161078901982	3.71342936073017e-17	5.76154610999709e-16
ENSMUSG00000049598.9	83.3040659479881	7.37903051674543	0.876561518783276	8.41815475425843	3.82460363157197e-17	5.92946259241705e-16
ENSMUSG00000022474.15	1600.79117060534	0.933064767116867	0.11085574012377	8.41692785664594	3.86485514129854e-17	5.98725016804553e-16
ENSMUSG00000031673.6	10231.4336370377	-0.941166276964499	0.111832696185003	-8.41584178036396	3.90083514798128e-17	6.03833665555101e-16
ENSMUSG00000023959.10	105.186047439363	2.00209923611242	0.237901673928566	8.41565846532712	3.90694059402837e-17	6.04313549728635e-16
ENSMUSG00000019942.13	1054.17787404326	0.842375837810565	0.100138725488637	8.4120886669978	4.02773224839373e-17	6.22518370873952e-16
ENSMUSG00000032366.15	17863.3743439798	-0.730832468334517	0.0869135342118981	-8.40873029685713	4.14472944241667e-17	6.40109213733598e-16
ENSMUSG00000026425.15	2044.9757185865	0.744166419722194	0.0885165707486766	8.40708596625474	4.2032300346726e-17	6.4864581379276e-16
ENSMUSG00000079620.13	182.35042870285	9.9911017850973	1.18861489136852	8.40566768736509	4.25434204355307e-17	6.56029983219057e-16
ENSMUSG00000035397.8	668.966412979139	1.28226972092726	0.15261842411448	8.40180160663582	4.39680212651892e-17	6.77478139157414e-16
ENSMUSG00000097651.2	45.1406250099024	5.46472499766479	0.650525197452226	8.40048167091347	4.44650948111994e-17	6.84612654260028e-16
ENSMUSG00000001707.8	665.134159208029	0.970600746281939	0.115574168195572	8.39807684914085	4.53850149215065e-17	6.98241683275939e-16
ENSMUSG00000022146.12	3317.35989629967	-0.855700840292572	0.101940184642697	-8.3941464623772	4.69290854648742e-17	7.20914867966583e-16
ENSMUSG00000082082.1	125.437842908287	7.22479299279129	0.860694529664621	8.394143036562	4.69304536586561e-17	7.20914867966583e-16
ENSMUSG00000052544.9	45.0384294600808	3.56659662493962	0.424967562456304	8.39263261488658	4.75375309968296e-17	7.29682956705534e-16
ENSMUSG00000036160.13	594.057196859254	0.960271750292395	0.114436573024648	8.39130118031033	4.8079087947898e-17	7.37432723460208e-16
ENSMUSG00000015354.8	677.706024016412	0.95390931534519	0.113711915744576	8.38882459326332	4.91026682444519e-17	7.52558272148963e-16
ENSMUSG00000025810.9	2599.67306212355	-0.820492735453357	0.0978130473777129	-8.38837718944548	4.92898602290895e-17	7.54851873180908e-16
ENSMUSG00000024077.15	1680.61845341693	0.89970459416453	0.107278610630727	8.38661676241763	5.00332741062317e-17	7.65653786703278e-16
ENSMUSG00000029761.16	22693.0913423835	-0.972234081768284	0.116003916226262	-8.38104534222767	5.24596848170199e-17	8.02174404791359e-16
ENSMUSG00000022111.9	480.6994834117	1.25345079323819	0.149644242930252	8.37620458157155	5.46618616711325e-17	8.3521330887776e-16
ENSMUSG00000058571.11	1084.62252241419	-0.970491918656879	0.11588332321571	-8.37473323793419	5.53491011733003e-17	8.45071925886654e-16
ENSMUSG00000028678.13	422.694019605342	1.13975715842297	0.136140552756812	8.37191516666543	5.66892511311915e-17	8.64876678107738e-16
ENSMUSG00000035473.10	248.777401616373	-1.23342543982173	0.147368201430949	-8.36968510061969	5.77724115894897e-17	8.80733625656906e-16
ENSMUSG00000024304.14	901.980489298522	-0.874229645257124	0.104465744215189	-8.36857720035285	5.83180913681321e-17	8.88378925174545e-16
ENSMUSG00000027188.8	544.511528444969	-1.09273873387058	0.130580833886456	-8.36829342674246	5.84586756597363e-17	8.89846366514744e-16
ENSMUSG00000026200.13	389.086488512519	-1.05146322234501	0.125662866963191	-8.36733434271399	5.89362939104946e-17	8.96437971219535e-16
ENSMUSG00000042082.7	1044.38102083066	-0.885708279484444	0.105914933883142	-8.3624494394876	6.1429314134721e-17	9.33651283916076e-16
ENSMUSG00000049904.7	124.242611169686	1.79673571228266	0.214887858267566	8.36127144068544	6.20459054095447e-17	9.4231047279088e-16
ENSMUSG00000021175.15	188.977789492818	1.51872267119789	0.181667428090893	8.35990627025354	6.27681052918102e-17	9.52559291477524e-16
ENSMUSG00000037239.8	1180.55399683154	0.778433887770968	0.093147892217373	8.35696728332176	6.4351137443635e-17	9.75846660419768e-16
ENSMUSG00000041498.13	297.236800681115	1.33876419274619	0.160222290360299	8.35566755247133	6.50637101681721e-17	9.85908880227284e-16
ENSMUSG00000072949.6	79.2001440149026	2.47107913610656	0.29585652304557	8.35228884145966	6.6952688623891e-17	1.01376857142259e-15
ENSMUSG00000000486.13	74.7301109851498	2.2114634931256	0.264783622264896	8.35196480133201	6.71366712779267e-17	1.01578945527205e-15
ENSMUSG00000026622.15	315.290527779544	1.20031904384099	0.14375414136246	8.34980496884973	6.83757769470832e-17	1.03375949086613e-15
ENSMUSG00000026304.13	42.0619964300475	3.98554416511512	0.477428178643364	8.34794497559873	6.94609192727553e-17	1.04937653248427e-15
ENSMUSG00000019894.14	131.584899243107	1.88563155640985	0.226026437901976	8.34252653765935	7.27198419264095e-17	1.097785721814e-15
ENSMUSG00000008206.16	312.731110761707	-1.20515024303076	0.144511604651359	-8.33947035560387	7.46240203239374e-17	1.12568627207332e-15
ENSMUSG00000044433.16	42.0379787728824	4.76612602557009	0.571739065750931	8.33619094981762	7.67219856706061e-17	1.15646603288197e-15
ENSMUSG00000020075.8	4320.39081285422	0.889941069199506	0.106789263544263	8.3336193139925	7.84077588772713e-17	1.1809911726623e-15
